"ORGANIZATION_ID","PARTY_ID","PARTY_TYPCODE","CUST_ID","EMPLOYEE_ID","SALUTATION","FIRST_NAME","MIDDLE_NAME","LAST_NAME","FIRST_NAME2","LAST_NAME2","SUFFIX","GENDER","PREFERRED_LOCALE","BIRTH_DATE","SOCIAL_SECURITY_NBR","NATIONAL_TAX_ID","PERSONAL_TAX_ID","PROSPECT_FLAG","RENT_FLAG","PRIVACY_CARD_FLAG","CONTACT_PREF","SIGN_UP_RTL_LOC_ID","ALLEGIANCE_RTL_LOC_ID","ANNIVERSARY_DATE","ORGANIZATION_TYPCODE","ORGANIZATION_NAME","COMMERCIAL_CUSTOMER_FLAG","PICTURE_URI","VOID_FLAG","ACTIVE_FLAG","EMAIL_RCPTS_FLAG","CREATE_DATE","CREATE_USER_ID","UPDATE_DATE","UPDATE_USER_ID","RECORD_STATE"
1000,102011000009,CUSTOMER,"5424",,,"050521_1",,Minh,,,,,en,,,,,0,0,0,,102,102,2021-05-05 00:00:00.000,,,0,,0,1,0,2021-05-05 10:00:19.668,"201",2022-03-02 08:42:36.397,"201",
1000,5002,CUSTOMER,"000202819",,,Customer,,Two,,,,Unspecified,en,,,,,0,0,0,,,,,,,0,,0,1,0,2021-04-27 04:29:26.744,"101",2021-05-19 06:52:39.953,DATALOADER,
1000,301001000002,CUSTOMER,"148",,,Santosh,,Anukuri,,,,Male,en,1989-12-01 00:00:00.000,,,,0,0,0,,4243,4243,2020-08-11 00:00:00.000,,,0,,0,1,0,2021-01-14 09:00:33.810,"201",2021-01-20 08:09:31.013,"201",
1000,103004000003,CUSTOMER,"1003",,,Johnny,,Abbott,,,,,en,1920-12-31 00:00:00.000,,,,0,0,0,,103,103,1991-01-09 00:00:00.000,,,0,,0,1,0,2021-01-13 07:17:37.450,"100",2022-10-31 17:01:59.060,"100",
1000,102002000005,CUSTOMER,"4562",,,Pham,,Trieu,,,,,en,,,,,0,0,0,,102,102,2021-01-17 00:00:00.000,,,0,,0,1,0,2021-01-18 02:56:48.851,"100",2021-05-12 09:09:14.573,"101",
1000,102001000002,CUSTOMER,"684",,,,,abc,,,,,en,,,,,0,0,0,,4241,,2020-11-19 00:00:00.000,,,0,,0,1,0,2021-01-15 03:06:38.187,"201",2022-11-30 02:04:27.712,"0",
1000,101001000010,CUSTOMER,"152",,,Phuong,TT,Ho,,,,F,en,,,,,0,0,0,,99999,301,2020-08-25 00:00:00.000,,,0,,0,1,0,2021-01-15 06:51:31.239,"101",2023-02-22 08:11:35.724,"101",
1000,102001000004,CUSTOMER,"149",,,abc,,abc,,,,Male,en,1989-12-01 00:00:00.000,,,,0,0,0,,4243,4243,2020-08-11 00:00:00.000,,,0,,0,1,0,2021-01-18 10:39:39.708,"201",2021-01-18 10:40:03.348,"201",
1000,102001000005,CUSTOMER,"4665",,,Ly,Minh,Tran,,,,,,,,,,0,0,0,,102,102,2021-01-18 00:00:00.000,,,0,,0,1,0,2021-01-18 15:50:56.716,"100",,,
1000,301001000007,CUSTOMER,"6",,,Phuongtest,,Ho,,,,,en,,,,,0,0,0,,99999,,2020-08-04 00:00:00.000,,,0,,0,1,0,2022-01-20 09:04:21.984,"101",2022-09-26 10:03:53.163,"101",
1000,102011000165,CUSTOMER,"9113",,,Test,Phuong,Ohs,,,,,en,,,,,0,0,0,,102,102,2022-12-28 00:00:00.000,,,0,,0,1,0,2022-12-28 08:54:50.055,"201",2022-12-28 09:23:52.853,"101",
1000,102011000166,CUSTOMER,"9115",,,Ptest,,Testohs,,,,,en,,,,,0,0,0,,99999,,2022-12-28 00:00:00.000,,,0,,0,1,0,2022-12-28 09:14:28.449,"101",2022-12-28 09:15:30.413,"101",
1000,102011000175,CUSTOMER,"9149",,,Trieu,,Phamdelta,,,,,en,,,,,0,0,0,,102,102,2023-02-21 00:00:00.000,,,0,,0,1,0,2023-02-21 04:32:46.400,"100",2023-02-21 04:35:45.995,"100",
1000,102011000176,CUSTOMER,"9150",,,Delta,,Deltahm,,,,,en,,,,,0,0,0,,102,102,2023-02-21 00:00:00.000,,,0,,0,1,0,2023-02-21 04:37:26.063,"100",2023-02-21 04:38:04.523,"100",
1000,102013000097,CUSTOMER,"1009980",,,Nhan,,SiDa,,,,,,,,,,0,0,0,,102,102,2023-07-17 00:00:00.000,,,0,,0,1,0,2023-07-17 06:47:11.858,"100",,,
1000,102002000002,CUSTOMER,"705",,,Ce,,Minh,,,,,en,,,,,0,0,0,,102,102,2015-12-09 00:00:00.000,,,0,,0,1,0,2022-05-26 10:01:14.243,"201",2023-07-28 03:12:44.458,"201",
1000,102022000072,CUSTOMER,"7245",,,Trieu,,Pham,,,,,,,,,,0,0,0,,102,102,2022-06-22 00:00:00.000,,,0,,0,1,0,2022-06-22 07:04:17.196,"100",,,
1000,102022000073,CUSTOMER,"7246",,,Test,,Xstorece,,,,,en,,,,,0,0,0,,102,102,2022-06-22 00:00:00.000,,,0,,0,1,0,2022-06-22 08:09:20.933,"100",2022-06-22 08:10:14.124,"100",
1000,102022000074,CUSTOMER,"7247",,,Test,,Xstorecea,,,,,en,,,,,0,0,0,,102,102,2022-06-22 00:00:00.000,,,0,,0,1,0,2022-06-22 09:09:25.522,"100",2022-06-22 09:09:58.951,"100",
1000,103006000008,CUSTOMER,"7244",,,Tuu,,Tuu,,,,,en,,,,,0,0,0,,103,103,2022-06-21 00:00:00.000,,,0,,0,1,0,2022-06-23 04:14:20.174,"101",2022-06-23 06:26:37.416,"101",
1000,102022000078,CUSTOMER,"7254",,,TrieuMotnamtam,,Trieu,,,,,en,,,,,0,0,0,,102,102,2022-06-23 00:00:00.000,,,0,,0,1,0,2022-06-23 06:58:38.294,"100",2022-06-23 07:16:41.811,"100",
1000,102022000079,CUSTOMER,"7255",,,Trieu,,Trieu,,,,,,,,,,0,0,0,,102,102,2022-06-23 00:00:00.000,,,0,,0,1,0,2022-06-23 07:17:54.823,"100",,,
1000,103013000007,CUSTOMER,"7224",,,Thuong,,Bui,,,,,en,,,,,0,0,0,,103,103,2022-04-26 00:00:00.000,,BTM S103 R13,0,,0,1,0,2022-06-27 10:57:24.131,"201",,,
1000,102013000003,CUSTOMER,"35794",,,Kha,,Kha,,,,,en,,,,,0,0,0,,99999,,2022-06-29 00:00:00.000,,,0,,0,1,0,2022-06-30 07:27:50.597,"100",2022-06-30 07:47:18.340,"100",
1000,301011000016,CUSTOMER,"547",,,Employee,,BTM,,,,Male,en,1990-01-01 00:00:00.000,,,,0,0,0,,4241,4241,2020-09-17 00:00:00.000,,,0,,0,1,0,2022-07-06 19:40:12.941,"201",,,
1000,103013000009,CUSTOMER,"7249",,,Yasha,,Yuki,,,,M,en,1920-07-14 00:00:00.000,,,,0,0,0,,103,103,2022-07-13 00:00:00.000,DEFAULT,BTM S103 R13,0,,0,1,0,2022-07-13 03:43:32.159,"101",2022-07-13 03:44:15.647,"101",
1000,102011000043,CUSTOMER,"7251",,,TEST,,BIRTHDAY,,,,,,1920-07-18 00:00:00.000,,,,0,0,0,,102,102,2022-07-12 00:00:00.000,,,0,,0,1,0,2022-07-13 03:57:01.612,"101",,,
1000,102011000044,CUSTOMER,"7252",,,"07131129",,Test,,,,,,1920-01-10 00:00:00.000,,,,0,0,0,,102,102,2022-07-12 00:00:00.000,,,0,,0,1,0,2022-07-13 04:29:28.108,"101",,,
1000,301011000025,CUSTOMER,"5544",,,Huy,,A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789,,,,,en,,,,,0,0,0,,301,301,2021-09-21 00:00:00.000,,,0,,0,1,0,2022-07-28 07:19:08.516,"201",,,
1000,102011000045,CUSTOMER,"7785",,,"1558",,TEST 822022,,,,,en,,,,,0,0,0,,102,102,2022-08-02 00:00:00.000,,,0,,0,1,0,2022-08-02 08:57:07.723,"101",2022-08-02 08:58:53.469,"101",
1000,102011000046,CUSTOMER,"7786",,,Ptest,,Test 8222401,,,,,,,,,,0,0,0,,102,102,2022-08-02 00:00:00.000,,,0,,0,1,0,2022-08-02 09:01:35.295,"101",,,
1000,102011000047,CUSTOMER,"7787",,,TEST 4343434,,CUST 234454,,,,,,,,,,0,0,0,,102,102,2022-08-02 00:00:00.000,,,0,,0,1,0,2022-08-02 10:21:27.736,"101",,,
1000,102013000014,CUSTOMER,"35800",,,Em,,Tran,,,,M,en,,,,,0,0,0,,102,,2022-08-05 00:00:00.000,,,0,,0,1,0,2022-08-05 09:42:14.242,"101",2022-08-05 09:42:14.416,"101",
1000,102011000049,CUSTOMER,"5509",,,Wrapper,,Tool1,,,,,en,,,,,0,0,0,,4241,4241,2021-09-07 00:00:00.000,,,0,,0,1,0,2022-08-11 04:00:40.391,"101",2022-08-11 04:01:48.011,"101",
1000,102022000083,CUSTOMER,"7258",,,Maple,,Sally,,,,F,en,,,,,0,0,0,,99999,,2022-08-01 00:00:00.000,,,0,,0,1,0,2022-08-24 07:29:01.043,"101",2022-08-24 07:29:36.754,"101",
1000,0,SYSTEM,,"0",,,,DEFAULT SYSTEM USER,,,,,,,,,,0,0,0,,,,,,,0,,0,1,0,2022-08-25 02:21:10.097,BASEDATA,2023-04-18 03:01:13.504,"201",
1000,1,EMPLOYEE,,"1",,Selfcheckout,,User,,,,,,,,,,0,0,0,,,,,,,0,,0,1,0,2022-08-25 02:21:10.485,BASEDATA,2023-08-23 01:22:47.423,"201",
1000,999001,CUSTOMER,C0999001,,,James,,Forst,,,,,,,,,,0,0,0,,,,,COMPANY,Express Repair,0,,0,1,0,2022-08-25 02:22:28.868,BASEDATA,2022-08-25 02:22:28.868,BASEDATA,
1000,999002,CUSTOMER,C0999002,,,Greyly,,Campbell,,,,,,,,,,0,0,0,,,,,COMPANY,ASAP Tailoring,0,,0,1,0,2022-08-25 02:22:28.883,BASEDATA,2022-08-25 02:22:28.883,BASEDATA,
1000,999003,CUSTOMER,C0999003,,,Ralph,,Summit,,,,,,,,,,0,0,0,,,,,COMPANY,District 5 Repair Center,0,,0,1,0,2022-08-25 02:22:28.895,BASEDATA,2022-08-25 02:22:28.895,BASEDATA,
1000,999004,CUSTOMER,C0999004,,,Paul,,Zobel,,,,,,,,,,0,0,0,,,,,COMPANY,Regular Repair,0,,0,1,0,2022-08-25 02:22:28.907,BASEDATA,2022-08-25 02:22:28.908,BASEDATA,
1000,101202000001,CUSTOMER,C01012001000004,,,James,,Forst,,,,,,,,,,0,0,0,,,,,COMPANY,Grandhaven Supply,1,,0,1,0,2022-08-25 02:22:29.685,BASEDATA,2022-08-25 02:22:29.685,BASEDATA,
1000,1010001000011,CUSTOMER,C01010001000011,,,James,,Smurtan,,,,,,,,,,0,0,0,,102,102,,,,0,,0,1,0,2022-08-25 02:22:29.715,BASEDATA,2022-08-25 02:22:29.715,BASEDATA,
1000,101011000016,CUSTOMER,"657",,,T,,T,,,,,en,,,,,0,0,0,,4241,,2020-10-04 00:00:00.000,,Trang BTM Global 2,0,,0,1,0,2021-04-27 05:45:32.198,"101",,,
1000,1010001000012,CUSTOMER,C01010001000012,,,Steve,,Smith,,,,,,,,,,0,0,0,,102,102,,,,0,,0,1,0,2022-08-25 02:22:29.726,BASEDATA,2022-08-25 02:22:29.726,BASEDATA,
1000,1010001000013,CUSTOMER,C01010001000013,,,Carol,,Ofter,,,,,,,,,,0,0,0,,102,102,,,,0,,0,1,0,2022-08-25 02:22:29.738,BASEDATA,2022-08-25 02:22:29.738,BASEDATA,
1000,1010001000014,CUSTOMER,C01010001000014,,,Stuart,,Little,,,,,,,,,,0,0,0,,102,102,,,,0,,0,1,0,2022-08-25 02:22:29.749,BASEDATA,2022-08-25 02:22:29.749,BASEDATA,
1000,1010001000015,CUSTOMER,C01010001000015,,,Timothy,,London,,,,,,,,,,0,0,0,,102,102,,,,0,,0,1,0,2022-08-25 02:22:29.759,BASEDATA,2022-08-25 02:22:29.760,BASEDATA,
1000,102022000010,CUSTOMER,"633",,,"657",,"5567657",,,,,en,,,,,0,0,0,,4241,4241,2020-09-26 00:00:00.000,,,0,,0,1,0,2021-04-27 05:46:23.114,"101",2021-04-27 08:36:41.123,"101",
1000,101022000002,CUSTOMER,"5369",,,Qwe,,Minh,,,,,en,2020-02-10 00:00:00.000,,,,0,0,0,,101,301,2021-01-24 00:00:00.000,,,0,,0,1,0,2021-04-28 03:04:56.109,"101",2023-08-09 08:57:11.440,"101",
1000,103001000007,CUSTOMER,"5419",,,,,Minh,,,,,en,,,,,0,0,0,,103,103,2021-04-22 00:00:00.000,,,0,,0,1,0,2021-04-28 03:14:47.475,"101",,,
1000,101001000012,CUSTOMER,"5334",,,Tang,,Lam,,,,,en,,,,,0,0,0,,101,101,2021-01-21 00:00:00.000,,,0,,0,1,0,2021-04-27 06:10:05.871,"100",,,
1000,301001000005,CUSTOMER,"553",,,JEAN,,GAGNON,,,,Male,en,1990-01-01 00:00:00.000,,,,0,0,0,,301,4241,2020-12-29 00:00:00.000,,,0,,0,1,0,2021-05-12 14:40:25.194,"101",,,
1000,102022000013,CUSTOMER,"5456",,,Jennifer,,Lawrence,,,,,,,,,,0,0,0,,102,102,2021-05-19 00:00:00.000,COMPANY,Test Comp,0,,0,1,0,2021-05-20 04:29:26.076,"101",,,
1000,102022000014,CUSTOMER,"5458",,,Lawrence,,Jennifer 1,,,,,,,,,,0,0,0,,102,102,2021-05-20 00:00:00.000,COMPANY,Abc Comp,0,,0,1,0,2021-05-20 06:16:50.919,"101",,,
1000,102022000015,CUSTOMER,"5459",,,Jenifer B,,Lawrence,,,,,,,,,,0,0,0,,102,102,2021-05-20 00:00:00.000,COMPANY,BTM,0,,0,1,0,2021-05-20 07:51:58.658,"101",,,
1000,102022000017,CUSTOMER,"5463",,,Vi,,Cao,,,,,en,,,,,0,0,0,,102,102,2021-05-20 00:00:00.000,,BTM,0,,0,1,0,2021-05-20 11:21:04.027,"101",2021-06-08 08:30:31.686,"201",
1000,103001000018,CUSTOMER,"5422",,,Minh,,Minh,,,,,en,,,,,0,0,0,,103,301,2021-05-05 00:00:00.000,,,0,,0,1,0,2021-05-22 10:25:41.121,"100",2022-04-19 06:27:51.943,"101",
1000,102011000008,CUSTOMER,"5371",,,Toan,,Huynh,,,,M,en,1920-03-03 00:00:00.000,,,,0,0,0,,99999,,2021-01-28 00:00:00.000,,,0,,0,1,0,2021-05-20 09:03:17.228,"101",,,
1000,1648552,CUSTOMER,"5455",,,Customer,,Capture,,,,,en,,,,,0,0,0,,,,2021-05-19 00:00:00.000,,,0,,0,1,0,2021-05-25 14:42:54.035,"100",,,
1000,101011000014,CUSTOMER,"5372",,,,,Lam,,,,,en,,,,,0,0,0,,101,101,2021-01-28 00:00:00.000,,,0,,0,1,0,2021-06-04 09:16:41.096,"101",,,
1000,102011000018,EMPLOYEE,"7177","12622",,Test,,"126519",,,,,en_US,,,,,0,0,0,,102,102,2022-01-26 00:00:00.000,,,0,,0,1,0,2022-01-26 10:18:53.142,"101",,,
1000,102011000019,EMPLOYEE,"7178","12623",,Test,,"126536",,,,,en_US,,,,,0,0,0,,102,102,2022-01-26 00:00:00.000,,,0,,0,1,0,2022-01-26 10:35:05.901,"101",,,
1000,102011000020,EMPLOYEE,"7179","12624",,Test,,"0126541",,,,,en_US,,,,,0,0,0,,102,102,2022-01-26 00:00:00.000,,,0,,0,1,0,2022-01-26 10:40:47.901,"101",,,
1000,102011000021,EMPLOYEE,"7180","12625",,Test,,"126544",,,,,en_US,,,,,0,0,0,,102,102,2022-01-26 00:00:00.000,,,0,,0,1,0,2022-01-26 10:44:25.805,"101",2022-01-26 11:05:25.671,"101",
1000,102011000022,EMPLOYEE,"7181","12626",,Test,,"126555",,,,,en_US,,,,,0,0,0,,102,102,2022-01-26 00:00:00.000,,,0,,0,1,0,2022-01-26 10:54:54.217,"101",,,
1000,102001000006,EMPLOYEE,,"151092",,"151092",,"151092",,,,,en_US,,,,,0,0,0,,102,102,2022-01-26 00:00:00.000,,,0,,0,1,0,2022-01-26 11:05:55.637,"201",2022-01-26 11:16:03.735,"101",
1000,102001000007,EMPLOYEE,,"151093",,"151093",,"151093",,,,,en_US,,,,,0,0,0,,102,102,2022-01-26 00:00:00.000,,,0,,0,1,0,2022-01-26 11:20:02.034,"101",,,
1000,102011000025,EMPLOYEE,"7187","29206",,"0206",,test29,,,,,en_US,,,,,0,0,0,,102,102,2022-02-09 00:00:00.000,,,0,,0,1,0,2022-02-09 07:06:17.218,"101",,,
1000,102011000026,EMPLOYEE,"7188","29209",,Test29,,"209",,,,,en_US,,,,,0,0,0,,102,102,2022-02-09 00:00:00.000,,,0,,0,1,0,2022-02-09 07:09:24.777,"101",,,
